date,tmax,tmin,rain,tmax_tomorrow
01-01-1970,60,35,0,52
02-01-1970,52,39,0,52
03-01-1970,52,35,0,53
04-01-1970,53,36,0,52
05-01-1970,52,35,0,50
06-01-1970,50,38,0,52
07-01-1970,52,43,0,56
08-01-1970,56,49,0.24,54
09-01-1970,54,50,0.4,57
10-01-1970,57,50,0,57
11-01-1970,57,50,0.31,58
12-01-1970,58,52,0.05,59
13-01-1970,59,54,0.25,58
14-01-1970,58,53,1.94,56
15-01-1970,56,51,0.63,61
16-01-1970,61,56,0.62,59
17-01-1970,59,54,0,58
18-01-1970,58,53,0,60
19-01-1970,60,53,0.14,60
20-01-1970,60,53,1.21,61
21-01-1970,61,58,1.34,62
22-01-1970,62,58,0.01,62
23-01-1970,62,55,0.24,58
24-01-1970,58,50,0,59
25-01-1970,59,45,0,60
26-01-1970,60,48,0.01,58
27-01-1970,58,47,0.37,57
28-01-1970,57,39,0,57
29-01-1970,57,41,0.01,57
30-01-1970,57,46,0,55
31-01-1970,55,43,0.01,59
01-02-1970,59,48,0.01,64
02-02-1970,64,44,0,57
03-02-1970,57,44,0,60
04-02-1970,60,48,0,57
05-02-1970,57,50,0,60
06-02-1970,60,51,0,66
07-02-1970,66,50,0,70
08-02-1970,70,50,0,63
09-02-1970,63,50,0.1,65
10-02-1970,65,50,0,63
11-02-1970,63,54,0,59
12-02-1970,59,55,0.17,58
13-02-1970,58,52,0.6,58
14-02-1970,58,50,0,59
15-02-1970,59,47,0,61
16-02-1970,61,50,0.3,57
17-02-1970,57,47,0.02,63
18-02-1970,63,43,0,64
19-02-1970,64,46,0,67
20-02-1970,67,45,0,62
21-02-1970,62,43,0,60
22-02-1970,60,43,0,61
23-02-1970,61,44,0,67
24-02-1970,67,50,0,66
25-02-1970,66,45,0,66
26-02-1970,66,47,0,63
27-02-1970,63,45,0.12,62
28-02-1970,62,55,0.37,56
01-03-1970,56,48,0.11,56
02-03-1970,56,43,0,57
03-03-1970,57,48,0,52
04-03-1970,52,44,0.95,57
05-03-1970,57,42,0,60
06-03-1970,60,44,0,60
07-03-1970,60,48,0.05,59
08-03-1970,59,49,0,57
09-03-1970,57,47,0.09,57
10-03-1970,57,45,0,59
11-03-1970,59,50,0,62
12-03-1970,62,52,0,65
13-03-1970,65,51,0,64
14-03-1970,64,53,0.04,65
15-03-1970,65,48,0,65
16-03-1970,65,56,0,69
17-03-1970,69,50,0,65
18-03-1970,65,51,0,68
19-03-1970,68,48,0,62
20-03-1970,62,46,0,62
21-03-1970,62,49,0,64
22-03-1970,64,49,0,67
23-03-1970,67,47,0,71
24-03-1970,71,50,0,73
25-03-1970,73,51,0,74
26-03-1970,74,50,0,75
27-03-1970,75,56,0,66
28-03-1970,66,49,0,69
29-03-1970,69,50,0,68
30-03-1970,68,49,0,71
31-03-1970,71,51,0,67
01-04-1970,67,50,0,67
02-04-1970,67,47,0,74
03-04-1970,74,49,0,72
04-04-1970,72,46,0,64
05-04-1970,64,49,0,62
06-04-1970,62,49,0,59
07-04-1970,59,45,0,62
08-04-1970,62,49,0,60
09-04-1970,60,50,0,62
10-04-1970,62,52,0,64
11-04-1970,64,43,0,64
12-04-1970,64,43,0,54
13-04-1970,54,48,0,58
14-04-1970,58,49,0,56
15-04-1970,56,44,0,60
16-04-1970,60,48,0,61
17-04-1970,61,47,0,59
18-04-1970,59,48,0,60
19-04-1970,60,50,0,58
20-04-1970,58,43,0,57
21-04-1970,57,42,0,57
22-04-1970,57,48,0,59
23-04-1970,59,48,0,61
24-04-1970,61,47,0,59
25-04-1970,59,51,0,55
26-04-1970,55,47,0.02,55
27-04-1970,55,45,0,61
28-04-1970,61,42,0,64
29-04-1970,64,47,0,67
30-04-1970,67,48,0,75
01-05-1970,75,51,0,81
02-05-1970,81,52,0,74
03-05-1970,74,51,0,59
04-05-1970,59,49,0,57
05-05-1970,57,51,0,58
06-05-1970,58,49,0,60
07-05-1970,60,49,0,62
08-05-1970,62,54,0,61
09-05-1970,61,52,0,59
10-05-1970,59,50,0,60
11-05-1970,60,48,0,62
12-05-1970,62,50,0,67
13-05-1970,67,57,0,77
14-05-1970,77,54,0,87
15-05-1970,87,59,0,86
16-05-1970,86,60,0,65
17-05-1970,65,53,0,57
18-05-1970,57,50,0,59
19-05-1970,59,51,0,63
20-05-1970,63,51,0,67
21-05-1970,67,52,0,70
22-05-1970,70,50,0,79
23-05-1970,79,53,0,70
24-05-1970,70,52,0,70
25-05-1970,70,53,0,63
26-05-1970,63,56,0,59
27-05-1970,59,53,0,63
28-05-1970,63,52,0,68
29-05-1970,68,52,0,79
30-05-1970,79,54,0,82
31-05-1970,82,58,0,72
01-06-1970,72,56,0,70
02-06-1970,70,54,0,64
03-06-1970,64,53,0,62
04-06-1970,62,53,0,67
05-06-1970,67,55,0,63
06-06-1970,63,54,0,62
07-06-1970,62,52,0,62
08-06-1970,62,54,0.67,64
09-06-1970,64,56,0.06,66
10-06-1970,66,57,0,67
11-06-1970,67,54,0,68
12-06-1970,68,55,0,66
13-06-1970,66,57,0,61
14-06-1970,61,55,0,67
15-06-1970,67,54,0,59
16-06-1970,59,53,0,60
17-06-1970,60,53,0,68
18-06-1970,68,54,0,69
19-06-1970,69,53,0,66
20-06-1970,66,54,0,64
21-06-1970,64,54,0,66
22-06-1970,66,54,0,66
23-06-1970,66,57,0,68
24-06-1970,68,58,0,66
25-06-1970,66,58,0,64
26-06-1970,64,56,0,67
27-06-1970,67,58,0,62
28-06-1970,62,56,0,69
29-06-1970,69,56,0,76
30-06-1970,76,54,0,86
01-07-1970,86,58,0,95
02-07-1970,95,63,0,85
03-07-1970,85,63,0,71
04-07-1970,71,56,0,61
05-07-1970,61,54,0,60
06-07-1970,60,53,0,66
07-07-1970,66,55,0,66
08-07-1970,66,55,0,64
09-07-1970,64,55,0,66
10-07-1970,66,56,0,65
11-07-1970,65,55,0,68
12-07-1970,68,55,0,71
13-07-1970,71,53,0,69
14-07-1970,69,52,0,65
15-07-1970,65,57,0,67
16-07-1970,67,58,0,71
17-07-1970,71,56,0,67
18-07-1970,67,55,0,73
19-07-1970,73,54,0,65
20-07-1970,65,55,0,65
21-07-1970,65,56,0,68
22-07-1970,68,56,0,67
23-07-1970,67,55,0,68
24-07-1970,68,55,0,69
25-07-1970,69,56,0,68
26-07-1970,68,57,0,68
27-07-1970,68,57,0,68
28-07-1970,68,58,0,68
29-07-1970,68,55,0,64
30-07-1970,64,57,0,63
31-07-1970,63,55,0,69
01-08-1970,69,54,0,73
02-08-1970,73,55,0,66
03-08-1970,66,55,0,60
04-08-1970,60,54,0,69
05-08-1970,69,57,0,73
06-08-1970,73,58,0,68
07-08-1970,68,57,0,78
08-08-1970,78,54,0,87
09-08-1970,87,59,0,80
10-08-1970,80,59,0,70
11-08-1970,70,54,0,65
12-08-1970,65,56,0,70
13-08-1970,70,56,0,66
14-08-1970,66,55,0,66
15-08-1970,66,55,0,67
16-08-1970,67,54,0,66
17-08-1970,66,57,0,65
18-08-1970,65,55,0,62
19-08-1970,62,55,0,61
20-08-1970,61,54,0,66
21-08-1970,66,54,0,62
22-08-1970,62,54,0,65
23-08-1970,65,55,0,69
24-08-1970,69,54,0,63
25-08-1970,63,56,0,63
26-08-1970,63,56,0,64
27-08-1970,64,54,0,63
28-08-1970,63,55,0,63
29-08-1970,63,55,0,68
30-08-1970,68,58,0,66
31-08-1970,66,55,0,65
01-09-1970,65,56,0,64
02-09-1970,64,56,0,68
03-09-1970,68,56,0,69
04-09-1970,69,57,0,75
05-09-1970,75,57,0,85
06-09-1970,85,58,0,86
07-09-1970,86,62,0,71
08-09-1970,71,57,0,82
09-09-1970,82,56,0,74
10-09-1970,74,55,0,73
11-09-1970,73,51,0,68
12-09-1970,68,53,0,65
13-09-1970,65,52,0,74
14-09-1970,74,50,0,73
15-09-1970,73,52,0,78
16-09-1970,78,51,0,81
17-09-1970,81,52,0,71
18-09-1970,71,58,0,65
19-09-1970,65,57,0,71
20-09-1970,71,52,0,76
21-09-1970,76,55,0,85
22-09-1970,85,54,0,72
23-09-1970,72,55,0,81
24-09-1970,81,52,0,88
25-09-1970,88,54,0,91
26-09-1970,91,57,0,86
27-09-1970,86,55,0,89
28-09-1970,89,58,0,84
29-09-1970,84,57,0,77
30-09-1970,77,55,0,86
01-10-1970,86,57,0,67
02-10-1970,67,54,0,63
03-10-1970,63,57,0,64
04-10-1970,64,54,0,64
05-10-1970,64,54,0,65
06-10-1970,65,55,0,77
07-10-1970,77,47,0,75
08-10-1970,75,51,0,76
09-10-1970,76,51,0,71
10-10-1970,71,54,0,63
11-10-1970,63,51,0,59
12-10-1970,59,55,0,63
13-10-1970,63,55,0,63
14-10-1970,63,57,0,60
15-10-1970,60,54,0,60
16-10-1970,60,53,0,61
17-10-1970,61,53,0,65
18-10-1970,65,53,0.03,62
19-10-1970,62,53,0,63
20-10-1970,63,56,0.3,63
21-10-1970,63,53,0.08,62
22-10-1970,62,54,0.08,60
23-10-1970,60,53,0.27,61
24-10-1970,61,48,0,61
25-10-1970,61,49,0,68
26-10-1970,68,47,0,66
27-10-1970,66,44,0,73
28-10-1970,73,47,0,65
29-10-1970,65,50,0,63
30-10-1970,63,51,0.01,65
31-10-1970,65,47,0,65
01-11-1970,65,46,0,62
02-11-1970,62,46,0,61
03-11-1970,61,50,0.97,63
04-11-1970,63,57,0.3,62
05-11-1970,62,57,0.37,62
06-11-1970,62,57,0.37,63
07-11-1970,63,55,0.18,64
08-11-1970,64,58,0,63
09-11-1970,63,57,0.03,62
10-11-1970,62,53,0,64
11-11-1970,64,55,0.09,66
12-11-1970,66,51,0.01,68
13-11-1970,68,43,0,65
14-11-1970,65,52,0,67
15-11-1970,67,47,0,62
16-11-1970,62,52,0,64
17-11-1970,64,48,0,65
18-11-1970,65,46,0,67
19-11-1970,67,48,0,61
20-11-1970,61,45,0,59
21-11-1970,59,50,0,60
22-11-1970,60,54,0,60
23-11-1970,60,49,0,66
24-11-1970,66,48,0.7,60
25-11-1970,60,56,0.5,57
26-11-1970,57,49,0,55
27-11-1970,55,48,0.39,55
28-11-1970,55,51,2.03,55
29-11-1970,55,47,0.98,57
30-11-1970,57,47,0.15,57
01-12-1970,57,51,0.15,56
02-12-1970,56,48,0.46,54
03-12-1970,54,48,0.56,58
04-12-1970,58,53,1.14,61
05-12-1970,61,53,0,56
06-12-1970,56,53,0,59
07-12-1970,59,54,0.08,58
08-12-1970,58,51,0.14,56
09-12-1970,56,45,0,56
10-12-1970,56,41,0,58
11-12-1970,58,45,0,54
12-12-1970,54,42,0,47
13-12-1970,47,39,0.22,52
14-12-1970,52,40,0,56
15-12-1970,56,46,0.32,52
16-12-1970,52,47,0.28,51
17-12-1970,51,45,0.32,49
18-12-1970,49,43,0.35,53
19-12-1970,53,40,0,48
20-12-1970,48,40,0.57,51
21-12-1970,51,44,0.1,50
22-12-1970,50,38,0,55
23-12-1970,55,43,0,57
24-12-1970,57,41,0,48
25-12-1970,48,38,0.06,45
26-12-1970,45,42,0.51,49
27-12-1970,49,44,0.36,52
28-12-1970,52,45,0.05,55
29-12-1970,55,47,0.34,54
30-12-1970,54,43,0,57
31-12-1970,57,45,0,51
01-01-1971,51,44,0.22,54
02-01-1971,54,39,0,51
03-01-1971,51,37,0,49
04-01-1971,49,33,0,49
05-01-1971,49,33,0,52
06-01-1971,52,40,0,49
07-01-1971,49,33,0,48
08-01-1971,48,36,0,49
09-01-1971,49,36,0,50
10-01-1971,50,46,0.04,51
11-01-1971,51,47,0.22,49
12-01-1971,49,44,0.4,51
13-01-1971,51,44,0.25,55
14-01-1971,55,47,0.07,54
15-01-1971,54,49,0.05,57
16-01-1971,57,51,0.03,62
17-01-1971,62,51,0,64
18-01-1971,64,52,0.01,57
19-01-1971,57,50,0.01,58
20-01-1971,58,48,0,58
21-01-1971,58,40,0,55
22-01-1971,55,39,0,58
23-01-1971,58,40,0,54
24-01-1971,54,42,0,51
25-01-1971,51,41,0,62
26-01-1971,62,42,0,58
27-01-1971,58,43,0,58
28-01-1971,58,42,0,52
29-01-1971,52,40,0,51
30-01-1971,51,40,0,49
31-01-1971,49,39,0,48
01-02-1971,48,41,0,53
02-02-1971,53,43,0,58
03-02-1971,58,37,0,53
04-02-1971,53,40,0,57
05-02-1971,57,44,0,55
06-02-1971,55,45,0,54
07-02-1971,54,46,0,53
08-02-1971,53,47,0,58
09-02-1971,58,45,0,62
10-02-1971,62,45,0,74
11-02-1971,74,49,0,65
12-02-1971,65,49,0,66
13-02-1971,66,47,0,55
14-02-1971,55,49,0,58
15-02-1971,58,47,0,57
16-02-1971,57,44,0.07,55
17-02-1971,55,49,0,56
18-02-1971,56,43,0.4,55
19-02-1971,55,45,0,58
20-02-1971,58,43,0,55
21-02-1971,55,42,0,56
22-02-1971,56,43,0,57
23-02-1971,57,42,0,56
24-02-1971,56,44,0,54
25-02-1971,54,43,0,57
26-02-1971,57,37,0,51
27-02-1971,51,43,0.1,52
28-02-1971,52,43,0,54
01-03-1971,54,40,0,54
02-03-1971,54,37,0,56
03-03-1971,56,47,0.01,56
04-03-1971,56,45,0,55
05-03-1971,55,38,0,58
06-03-1971,58,38,0,54
07-03-1971,54,40,0,55
08-03-1971,55,48,0,51
09-03-1971,51,48,0,56
10-03-1971,56,45,0,59
11-03-1971,59,52,0,57
12-03-1971,57,51,0.51,56
13-03-1971,56,49,0,52
14-03-1971,52,45,0.51,59
15-03-1971,59,46,0,60
16-03-1971,60,44,0.01,64
17-03-1971,64,45,0,69
18-03-1971,69,45,0,69
19-03-1971,69,50,0,68
20-03-1971,68,45,0,59
21-03-1971,59,47,0,61
22-03-1971,61,49,0,61
23-03-1971,61,54,0.22,58
24-03-1971,58,53,0,61
25-03-1971,61,54,0.48,60
26-03-1971,60,52,0.84,60
27-03-1971,60,47,0.01,65
28-03-1971,65,47,0,69
29-03-1971,69,50,0,59
30-03-1971,59,48,0,62
31-03-1971,62,42,0,66
01-04-1971,66,42,0,64
02-04-1971,64,44,0,66
03-04-1971,66,49,0,74
04-04-1971,74,46,0,59
05-04-1971,59,49,0,58
06-04-1971,58,51,0.03,57
07-04-1971,57,48,0,60
08-04-1971,60,43,0,63
09-04-1971,63,50,0.09,60
10-04-1971,60,47,0.02,62
11-04-1971,62,45,0,66
12-04-1971,66,48,0,62
13-04-1971,62,52,0.26,64
14-04-1971,64,53,0,61
15-04-1971,61,51,0,58
16-04-1971,58,48,0.09,56
17-04-1971,56,45,0.11,60
18-04-1971,60,47,0,56
19-04-1971,56,47,0,57
20-04-1971,57,47,0.03,55
21-04-1971,55,41,0,60
22-04-1971,60,47,0,60
23-04-1971,60,49,0,59
24-04-1971,59,43,0,62
25-04-1971,62,46,0,61
26-04-1971,61,51,0,58
27-04-1971,58,50,0,55
28-04-1971,55,50,0,55
29-04-1971,55,49,0,60
30-04-1971,60,48,0,61
01-05-1971,61,52,0.04,64
02-05-1971,64,50,0.05,58
03-05-1971,58,48,0,60
04-05-1971,60,52,0.01,58
05-05-1971,58,53,0,61
06-05-1971,61,50,0,61
07-05-1971,61,54,0,63
08-05-1971,63,53,0,66
09-05-1971,66,55,0,61
10-05-1971,61,53,0,59
11-05-1971,59,51,0,61
12-05-1971,61,52,0,62
13-05-1971,62,54,0.01,67
14-05-1971,67,51,0,64
15-05-1971,64,52,0,63
16-05-1971,63,48,0,71
17-05-1971,71,50,0,68
18-05-1971,68,50,0,66
19-05-1971,66,51,0,62
20-05-1971,62,50,0,66
21-05-1971,66,48,0,69
22-05-1971,69,50,0,62
23-05-1971,62,51,0,62
24-05-1971,62,52,0,63
25-05-1971,63,51,0,61
26-05-1971,61,52,0,58
27-05-1971,58,52,0.06,64
28-05-1971,64,54,0,62
29-05-1971,62,52,0,61
30-05-1971,61,51,0,58
31-05-1971,58,47,0,58
01-06-1971,58,50,0,61
02-06-1971,61,50,0,57
03-06-1971,57,52,0,62
04-06-1971,62,51,0,65
05-06-1971,65,53,0,64
06-06-1971,64,52,0,61
07-06-1971,61,52,0,60
08-06-1971,60,53,0,62
09-06-1971,62,53,0,63
10-06-1971,63,54,0,65
11-06-1971,65,52,0,62
12-06-1971,62,53,0,67
13-06-1971,67,54,0,73
14-06-1971,73,53,0,80
15-06-1971,80,56,0,81
16-06-1971,81,57,0,77
17-06-1971,77,56,0,70
18-06-1971,70,57,0,71
19-06-1971,71,58,0,69
20-06-1971,69,56,0,70
21-06-1971,70,55,0,66
22-06-1971,66,56,0,66
23-06-1971,66,56,0,65
24-06-1971,65,54,0,69
25-06-1971,69,57,0,67
26-06-1971,67,59,0,66
27-06-1971,66,55,0,67
28-06-1971,67,53,0,70
29-06-1971,70,55,0,67
30-06-1971,67,55,0,68
01-07-1971,68,55,0,63
02-07-1971,63,55,0,65
03-07-1971,65,54,0,68
04-07-1971,68,54,0,70
05-07-1971,70,56,0,68
06-07-1971,68,55,0,63
07-07-1971,63,55,0,68
08-07-1971,68,55,0,67
09-07-1971,67,57,0,71
10-07-1971,71,53,0,73
11-07-1971,73,55,0,76
12-07-1971,76,56,0,75
13-07-1971,75,56,0,70
14-07-1971,70,55,0,68
15-07-1971,68,54,0,67
16-07-1971,67,54,0,71
17-07-1971,71,57,0,77
18-07-1971,77,60,0,77
19-07-1971,77,59,0,68
20-07-1971,68,57,0,69
21-07-1971,69,58,0,71
22-07-1971,71,57,0,63
23-07-1971,63,56,0,62
24-07-1971,62,55,0,67
25-07-1971,67,55,0,63
26-07-1971,63,55,0,64
27-07-1971,64,55,0,63
28-07-1971,63,55,0,62
29-07-1971,62,57,0,68
30-07-1971,68,56,0,66
31-07-1971,66,58,0,76
01-08-1971,76,57,0,67
02-08-1971,67,58,0,65
03-08-1971,65,57,0,71
04-08-1971,71,57,0,70
05-08-1971,70,57,0,76
06-08-1971,76,59,0,74
07-08-1971,74,57,0,75
08-08-1971,75,62,0,72
09-08-1971,72,60,0,74
10-08-1971,74,60,0,73
11-08-1971,73,59,0,68
12-08-1971,68,59,0,70
13-08-1971,70,58,0,72
14-08-1971,72,59,0,69
15-08-1971,69,57,0,73
16-08-1971,73,58,0,67
17-08-1971,67,57,0,73
18-08-1971,73,57,0,70
19-08-1971,70,57,0,70
20-08-1971,70,58,0,71
21-08-1971,71,62,0,72
22-08-1971,72,61,0,83
23-08-1971,83,57,0,70
24-08-1971,70,60,0,72
25-08-1971,72,60,0,71
26-08-1971,71,60,0,70
27-08-1971,70,61,0,71
28-08-1971,71,60,0,70
29-08-1971,70,60,0,75
30-08-1971,75,61,0,73
31-08-1971,73,59,0,73
01-09-1971,73,59,0,72
02-09-1971,72,61,0,79
03-09-1971,79,57,0,84
04-09-1971,84,59,0,73
05-09-1971,73,59,0,69
06-09-1971,69,58,0,80
07-09-1971,80,55,0,83
08-09-1971,83,58,0,76
09-09-1971,76,57,0,73
10-09-1971,73,56,0,76
11-09-1971,76,59,0,91
12-09-1971,91,58,0,93
13-09-1971,93,63,0,96
14-09-1971,96,67,0,91
15-09-1971,91,66,0,72
16-09-1971,72,60,0,70
17-09-1971,70,60,0,74
18-09-1971,74,58,0,77
19-09-1971,77,53,0,66
20-09-1971,66,54,0,70
21-09-1971,70,60,0,70
22-09-1971,70,59,0,67
23-09-1971,67,57,0,69
24-09-1971,69,60,0,68
25-09-1971,68,59,0,66
26-09-1971,66,58,0.07,67
27-09-1971,67,52,0,66
28-09-1971,66,53,0,66
29-09-1971,66,56,0.05,64
30-09-1971,64,51,0,69
01-10-1971,69,48,0,71
02-10-1971,71,50,0,73
03-10-1971,73,50,0,76
04-10-1971,76,52,0,80
05-10-1971,80,54,0,67
06-10-1971,67,54,0,74
07-10-1971,74,55,0,69
08-10-1971,69,54,0,64
09-10-1971,64,54,0,61
10-10-1971,61,54,0,69
11-10-1971,69,52,0,84
12-10-1971,84,51,0,75
13-10-1971,75,53,0,65
14-10-1971,65,54,0,60
15-10-1971,60,50,0,61
16-10-1971,61,50,0,62
17-10-1971,62,46,0,63
18-10-1971,63,46,0,67
19-10-1971,67,48,0,61
20-10-1971,61,51,0,68
21-10-1971,68,46,0,63
22-10-1971,63,47,0,61
23-10-1971,61,50,0.04,61
24-10-1971,61,46,0,64
25-10-1971,64,46,0,60
26-10-1971,60,45,0,60
27-10-1971,60,46,0,60
28-10-1971,60,45,0,57
29-10-1971,57,43,0,58
30-10-1971,58,42,0.02,61
31-10-1971,61,44,0.01,63
01-11-1971,63,42,0,63
02-11-1971,63,41,0,64
03-11-1971,64,42,0,69
04-11-1971,69,42,0,67
05-11-1971,67,42,0,66
06-11-1971,66,40,0,56
07-11-1971,56,44,0,56
08-11-1971,56,49,0,64
09-11-1971,64,50,0,61
10-11-1971,61,45,0,61
11-11-1971,61,55,0.14,60
12-11-1971,60,52,0.05,56
13-11-1971,56,47,0.63,57
14-11-1971,57,44,0,65
15-11-1971,65,44,0,66
16-11-1971,66,45,0,62
17-11-1971,62,39,0,71
18-11-1971,71,47,0,61
19-11-1971,61,46,0,61
20-11-1971,61,42,0,57
21-11-1971,57,42,0,54
22-11-1971,54,47,0,54
23-11-1971,54,48,0,57
24-11-1971,57,45,0,55
25-11-1971,55,43,0,56
26-11-1971,56,47,0.16,55
27-11-1971,55,50,0,57
28-11-1971,57,53,0.67,57
29-11-1971,57,49,0.01,57
30-11-1971,57,44,0,58
01-12-1971,58,44,0,54
02-12-1971,54,48,0.62,49
03-12-1971,49,41,0.19,55
04-12-1971,55,40,0,55
05-12-1971,55,40,0,57
06-12-1971,57,48,0,55
07-12-1971,55,43,0,55
08-12-1971,55,39,0,56
09-12-1971,56,40,0.1,52
10-12-1971,52,39,0.11,49
11-12-1971,49,38,0,51
12-12-1971,51,45,0.41,51
13-12-1971,51,38,0,50
14-12-1971,50,37,0.03,48
15-12-1971,48,35,0,54
16-12-1971,54,35,0,50
17-12-1971,50,40,0,52
18-12-1971,52,37,0,53
19-12-1971,53,36,0,47
20-12-1971,47,39,0,53
21-12-1971,53,38,0.4,54
22-12-1971,54,49,0.2,56
23-12-1971,56,46,0.01,55
24-12-1971,55,48,0.65,53
25-12-1971,53,45,0.6,50
26-12-1971,50,43,0.02,47
27-12-1971,47,40,0.1,48
28-12-1971,48,39,0,50
29-12-1971,50,43,0.06,50
30-12-1971,50,39,0,55
31-12-1971,55,39,0,60
01-01-1972,60,42,0,54
02-01-1972,54,41,0,55
03-01-1972,55,40,0,50
04-01-1972,50,37,0,51
05-01-1972,51,37,0,50
06-01-1972,50,35,0,49
07-01-1972,49,36,0,51
08-01-1972,51,42,0,53
09-01-1972,53,34,0,52
10-01-1972,52,35,0,46
11-01-1972,46,35,0,51
12-01-1972,51,36,0,51
13-01-1972,51,40,0,62
14-01-1972,62,39,0,61
15-01-1972,61,45,0,53
16-01-1972,53,37,0,50
17-01-1972,50,37,0,49
18-01-1972,49,44,0,52
19-01-1972,52,48,0,55
20-01-1972,55,48,0,55
21-01-1972,55,50,0.07,55
22-01-1972,55,51,0.22,54
23-01-1972,54,43,0.11,51
24-01-1972,51,37,0,51
25-01-1972,51,45,0.25,48
26-01-1972,48,37,0.03,49
27-01-1972,49,42,0.36,51
28-01-1972,51,43,0,54
29-01-1972,54,39,0,57
30-01-1972,57,38,0,50
31-01-1972,50,34,0,52
01-02-1972,52,40,0,52
02-02-1972,52,38,0,53
03-02-1972,53,43,0.05,53
04-02-1972,53,45,0.35,51
05-02-1972,51,48,0.5,54
06-02-1972,54,45,0.01,58
07-02-1972,58,43,0,58
08-02-1972,58,48,0.02,60
09-02-1972,60,52,0.01,65
10-02-1972,65,46,0,60
11-02-1972,60,44,0,62
12-02-1972,62,45,0,59
13-02-1972,59,47,0,59
14-02-1972,59,44,0,58
15-02-1972,58,47,0,60
16-02-1972,60,47,0,71
17-02-1972,71,43,0,61
18-02-1972,61,50,0,60
19-02-1972,60,49,0,59
20-02-1972,59,51,0,60
21-02-1972,60,46,0.18,59
22-02-1972,59,52,0.05,60
23-02-1972,60,52,0.07,58
24-02-1972,58,54,0,59
25-02-1972,59,51,0,63
26-02-1972,63,48,0,62
27-02-1972,62,50,0,61
28-02-1972,61,54,0.07,59
29-02-1972,59,46,0,59
01-03-1972,59,43,0,58
02-03-1972,58,53,0.04,59
03-03-1972,59,52,0.03,62
04-03-1972,62,52,0,69
05-03-1972,69,48,0,68
06-03-1972,68,48,0,68
07-03-1972,68,52,0,60
08-03-1972,60,54,0,64
09-03-1972,64,54,0.01,66
10-03-1972,66,55,0.01,64
11-03-1972,64,56,0,62
12-03-1972,62,55,0,63
13-03-1972,63,53,0,66
14-03-1972,66,50,0,82
15-03-1972,82,51,0,76
16-03-1972,76,55,0,64
17-03-1972,64,51,0,65
18-03-1972,65,52,0,64
19-03-1972,64,50,0,58
20-03-1972,58,51,0,62
21-03-1972,62,51,0,58
22-03-1972,58,52,0.12,60
23-03-1972,60,45,0,62
24-03-1972,62,47,0.04,59
25-03-1972,59,48,0,58
26-03-1972,58,42,0,60
27-03-1972,60,42,0,56
28-03-1972,56,50,0,61
29-03-1972,61,43,0,63
30-03-1972,63,46,0,62
31-03-1972,62,48,0,62
01-04-1972,62,53,0,64
02-04-1972,64,53,0,64
03-04-1972,64,52,0,67
04-04-1972,67,54,0,65
05-04-1972,65,57,0.25,62
06-04-1972,62,50,0.09,63
07-04-1972,63,47,0,62
08-04-1972,62,49,0,59
09-04-1972,59,46,0,61
10-04-1972,61,51,0,58
11-04-1972,58,52,0.29,58
12-04-1972,58,47,0.12,59
13-04-1972,59,43,0,66
14-04-1972,66,46,0,70
15-04-1972,70,47,0,61
16-04-1972,61,51,0,61
17-04-1972,61,45,0,68
18-04-1972,68,45,0,68
19-04-1972,68,48,0,60
20-04-1972,60,47,0,63
21-04-1972,63,51,0,67
22-04-1972,67,48,0,62
23-04-1972,62,47,0,61
24-04-1972,61,51,0.21,64
25-04-1972,64,47,0,74
26-04-1972,74,49,0,74
27-04-1972,74,53,0,62
28-04-1972,62,49,0,66
29-04-1972,66,46,0,71
30-04-1972,71,47,0,75
01-05-1972,75,50,0,76
02-05-1972,76,53,0,63
03-05-1972,63,52,0,62
04-05-1972,62,52,0,54
05-05-1972,54,51,0.01,56
06-05-1972,56,50,0,60
07-05-1972,60,52,0,62
08-05-1972,62,53,0.04,63
09-05-1972,63,49,0,68
10-05-1972,68,51,0,77
11-05-1972,77,52,0,83
12-05-1972,83,55,0,88
13-05-1972,88,55,0,72
14-05-1972,72,55,0,68
15-05-1972,68,53,0,66
16-05-1972,66,54,0,64
17-05-1972,64,54,0,62
18-05-1972,62,52,0,63
19-05-1972,63,52,0,64
20-05-1972,64,55,0,67
21-05-1972,67,57,0,67
22-05-1972,67,53,0,60
23-05-1972,60,52,0,63
24-05-1972,63,53,0,65
25-05-1972,65,53,0,61
26-05-1972,61,52,0,61
27-05-1972,61,52,0,66
28-05-1972,66,53,0,68
29-05-1972,68,53,0,63
30-05-1972,63,54,0,62
31-05-1972,62,54,0,71
01-06-1972,71,53,0,62
02-06-1972,62,53,0,63
03-06-1972,63,53,0,69
04-06-1972,69,53,0,88
05-06-1972,88,55,0,66
06-06-1972,66,56,0,66
07-06-1972,66,55,0,64
08-06-1972,64,54,0,60
09-06-1972,60,55,0.25,65
10-06-1972,65,52,0,70
11-06-1972,70,50,0,75
12-06-1972,75,57,0,70
13-06-1972,70,56,0,67
14-06-1972,67,56,0,66
15-06-1972,66,54,0,65
16-06-1972,65,54,0,72
17-06-1972,72,56,0,72
18-06-1972,72,55,0,68
19-06-1972,68,57,0,67
20-06-1972,67,57,0,66
21-06-1972,66,56,0,64
22-06-1972,64,56,0,64
23-06-1972,64,56,0,70
24-06-1972,70,56,0,69
25-06-1972,69,56,0,68
26-06-1972,68,55,0,69
27-06-1972,69,55,0,68
28-06-1972,68,55,0,73
