date,tmax,tmin,rain,tmax_tomorrow
31-10-2006,60,46,0,65
01-11-2006,65,46,0.02,66
02-11-2006,66,55,0.2,68
03-11-2006,68,59,0.1,66
04-11-2006,66,52,0,70
05-11-2006,70,50,0.01,72
06-11-2006,72,52,0,68
07-11-2006,68,53,0.01,65
08-11-2006,65,56,0.03,63
09-11-2006,63,43,0,63
10-11-2006,63,39,0,63
11-11-2006,63,45,0.35,63
12-11-2006,63,38,0.02,62
13-11-2006,62,50,0.96,62
14-11-2006,62,48,0,64
15-11-2006,64,45,0,66
16-11-2006,66,49,0,65
17-11-2006,65,51,0.02,64
18-11-2006,64,47,0,62
19-11-2006,62,48,0.01,63
20-11-2006,63,54,0,64
21-11-2006,64,48,0,62
22-11-2006,62,48,0.07,64
23-11-2006,64,44,0,58
24-11-2006,58,36,0,61
25-11-2006,61,39,0,53
26-11-2006,53,39,0.41,57
27-11-2006,57,48,0.04,56
28-11-2006,56,36,0,58
29-11-2006,58,38,0,57
30-11-2006,57,36,0,60
01-12-2006,60,36,0,67
02-12-2006,67,36,0,60
03-12-2006,60,43,0,61
04-12-2006,61,36,0,61
05-12-2006,61,35,0,60
06-12-2006,60,37,0,61
07-12-2006,61,35,0,69
08-12-2006,69,41,0.14,64
09-12-2006,64,52,0.48,54
10-12-2006,54,44,0,58
11-12-2006,58,41,0.02,59
12-12-2006,59,52,1.9,61
13-12-2006,61,53,0.07,61
14-12-2006,61,55,0.02,58
15-12-2006,58,46,0.06,52
16-12-2006,52,36,0,54
17-12-2006,54,34,0,57
18-12-2006,57,31,0,54
19-12-2006,54,34,0,50
20-12-2006,50,33,0,51
21-12-2006,51,42,0.5,56
22-12-2006,56,41,0,54
23-12-2006,54,36,0,55
24-12-2006,55,42,0,53
25-12-2006,53,41,0,63
26-12-2006,63,49,0.27,57
27-12-2006,57,47,0.07,62
28-12-2006,62,37,0,53
29-12-2006,53,36,0,55
30-12-2006,55,34,0,51
31-12-2006,51,38,0,56
01-01-2007,56,36,0,60
02-01-2007,60,39,0,59
03-01-2007,59,42,0.02,54
04-01-2007,54,44,0.16,56
05-01-2007,56,42,0,60
06-01-2007,60,34,0,60
07-01-2007,60,35,0,69
08-01-2007,69,43,0,57
09-01-2007,57,41,0,55
10-01-2007,55,34,0,52
11-01-2007,52,37,0,49
12-01-2007,49,33,0,49
13-01-2007,49,29,0,52
14-01-2007,52,28,0,57
15-01-2007,57,31,0,49
16-01-2007,49,28,0.09,53
17-01-2007,53,36,0.02,59
18-01-2007,59,31,0,56
19-01-2007,56,34,0,58
20-01-2007,58,34,0,69
21-01-2007,69,41,0,59
22-01-2007,59,38,0,58
23-01-2007,58,33,0,60
24-01-2007,60,34,0,52
25-01-2007,52,37,0,50
26-01-2007,50,39,0.09,58
27-01-2007,58,45,0.29,62
28-01-2007,62,44,0.08,58
29-01-2007,58,44,0,57
30-01-2007,57,38,0,55
31-01-2007,55,49,0,51
01-02-2007,51,49,0,56
02-02-2007,56,40,0,56
03-02-2007,56,37,0,62
04-02-2007,62,39,0,65
05-02-2007,65,42,0,62
06-02-2007,62,44,0,61
07-02-2007,61,51,0.43,59
08-02-2007,59,50,0.28,60
09-02-2007,60,55,0.48,60
10-02-2007,60,55,1.26,59
11-02-2007,59,47,0.04,60
12-02-2007,60,46,0.4,57
13-02-2007,57,47,0,59
14-02-2007,59,48,0,62
15-02-2007,62,45,0,69
16-02-2007,69,45,0.01,72
17-02-2007,72,52,0,60
18-02-2007,60,44,0,62
19-02-2007,62,44,0,59
20-02-2007,59,46,0,60
21-02-2007,60,51,0,56
22-02-2007,56,44,0.74,55
23-02-2007,55,41,0,58
24-02-2007,58,44,0.14,56
25-02-2007,56,49,0.15,55
26-02-2007,55,45,0.55,54
27-02-2007,54,38,0.19,54
28-02-2007,54,37,0.07,57
01-03-2007,57,38,0,60
02-03-2007,60,37,0,63
03-03-2007,63,42,0,68
04-03-2007,68,48,0,69
05-03-2007,69,50,0,66
06-03-2007,66,44,0,62
07-03-2007,62,50,0,60
08-03-2007,60,43,0,61
09-03-2007,61,49,0,66
10-03-2007,66,45,0,79
11-03-2007,79,48,0,76
12-03-2007,76,51,0.01,67
13-03-2007,67,52,0,63
14-03-2007,63,47,0,76
15-03-2007,76,45,0,79
16-03-2007,79,48,0,59
17-03-2007,59,48,0,62
18-03-2007,62,52,0,61
19-03-2007,61,51,0,60
20-03-2007,60,46,0.12,66
21-03-2007,66,45,0,71
22-03-2007,71,45,0,70
23-03-2007,70,46,0,62
24-03-2007,62,48,0,61
25-03-2007,61,52,0,62
26-03-2007,62,49,0.2,62
27-03-2007,62,47,0,65
28-03-2007,65,45,0,69
29-03-2007,69,41,0,69
30-03-2007,69,45,0,66
31-03-2007,66,45,0,60
01-04-2007,60,49,0,65
02-04-2007,65,45,0,67
03-04-2007,67,45,0,67
04-04-2007,67,50,0,66
05-04-2007,66,51,0,58
06-04-2007,58,51,0,64
07-04-2007,64,53,0,65
08-04-2007,65,53,0,65
09-04-2007,65,53,0,69
10-04-2007,69,44,0,62
11-04-2007,62,52,0.16,63
12-04-2007,63,48,0,66
13-04-2007,66,44,0,59
14-04-2007,59,52,0.28,69
15-04-2007,69,48,0,69
16-04-2007,69,47,0,62
17-04-2007,62,49,0,60
18-04-2007,60,47,0,58
19-04-2007,58,47,0.24,62
20-04-2007,62,47,0.15,58
21-04-2007,58,51,0.25,61
22-04-2007,61,51,0.25,66
23-04-2007,66,43,0,64
24-04-2007,64,51,0,62
25-04-2007,62,48,0,66
26-04-2007,66,46,0,79
27-04-2007,79,50,0,80
28-04-2007,80,52,0,64
29-04-2007,64,50,0,70
30-04-2007,70,49,0,65
01-05-2007,65,50,0,65
02-05-2007,65,53,0.07,61
03-05-2007,61,50,0.01,64
04-05-2007,64,52,0.02,78
05-05-2007,78,48,0,89
06-05-2007,89,58,0,89
07-05-2007,89,63,0,83
08-05-2007,83,56,0,66
09-05-2007,66,52,0,70
10-05-2007,70,50,0,59
11-05-2007,59,50,0,63
12-05-2007,63,52,0,69
13-05-2007,69,50,0,63
14-05-2007,63,49,0,58
15-05-2007,58,51,0,63
16-05-2007,63,50,0,62
17-05-2007,62,51,0,66
18-05-2007,66,53,0,65
19-05-2007,65,51,0,69
20-05-2007,69,52,0,72
21-05-2007,72,53,0,73
22-05-2007,73,50,0,82
23-05-2007,82,52,0,71
24-05-2007,71,52,0,64
25-05-2007,64,52,0,64
26-05-2007,64,53,0,62
27-05-2007,62,52,0,68
28-05-2007,68,52,0,65
29-05-2007,65,53,0,64
30-05-2007,64,55,0,62
31-05-2007,62,54,0,63
01-06-2007,63,53,0,60
02-06-2007,60,53,0,66
03-06-2007,66,52,0,69
04-06-2007,69,54,0,67
05-06-2007,67,55,0,69
06-06-2007,69,53,0,69
07-06-2007,69,50,0,66
08-06-2007,66,51,0,69
09-06-2007,69,49,0,68
10-06-2007,68,52,0,68
11-06-2007,68,51,0,74
12-06-2007,74,50,0,83
13-06-2007,83,55,0,88
14-06-2007,88,58,0,76
15-06-2007,76,57,0,63
16-06-2007,63,53,0,79
17-06-2007,79,51,0,73
18-06-2007,73,52,0,69
19-06-2007,69,55,0,66
20-06-2007,66,53,0,70
21-06-2007,70,55,0,70
22-06-2007,70,53,0,69
23-06-2007,69,51,0,71
24-06-2007,71,51,0,78
25-06-2007,78,50,0,66
26-06-2007,66,50,0,66
27-06-2007,66,54,0,71
28-06-2007,71,53,0,72
29-06-2007,72,55,0,67
30-06-2007,67,54,0,69
01-07-2007,69,54,0,74
02-07-2007,74,54,0,68
03-07-2007,68,56,0,81
04-07-2007,81,55,0,79
05-07-2007,79,57,0,67
06-07-2007,67,55,0,62
07-07-2007,62,54,0,70
08-07-2007,70,55,0,71
09-07-2007,71,57,0,70
10-07-2007,70,57,0,73
11-07-2007,73,58,0,73
12-07-2007,73,55,0,76
13-07-2007,76,55,0,68
14-07-2007,68,57,0,70
15-07-2007,70,58,0,68
16-07-2007,68,58,0,72
17-07-2007,72,58,0,73
18-07-2007,73,62,0,74
19-07-2007,74,57,0,74
20-07-2007,74,57,0,76
21-07-2007,76,61,0,73
22-07-2007,73,61,0,72
23-07-2007,72,60,0,68
24-07-2007,68,58,0,67
25-07-2007,67,57,0,68
26-07-2007,68,57,0,71
27-07-2007,71,55,0,70
28-07-2007,70,54,0,69
29-07-2007,69,57,0,74
30-07-2007,74,57,0,67
31-07-2007,67,54,0,69
01-08-2007,69,56,0,70
02-08-2007,70,56,0,70
03-08-2007,70,55,0,68
04-08-2007,68,52,0,63
05-08-2007,63,57,0,66
06-08-2007,66,58,0,67
07-08-2007,67,58,0,67
08-08-2007,67,57,0,70
09-08-2007,70,57,0,72
10-08-2007,72,52,0,67
11-08-2007,67,57,0,68
12-08-2007,68,56,0,71
13-08-2007,71,49,0,68
14-08-2007,68,53,0,70
15-08-2007,70,56,0,73
16-08-2007,73,55,0,74
17-08-2007,74,53,0,72
18-08-2007,72,51,0,75
19-08-2007,75,57,0,76
20-08-2007,76,62,0,77
21-08-2007,77,59,0,76
22-08-2007,76,57,0,74
23-08-2007,74,56,0,73
24-08-2007,73,59,0,71
25-08-2007,71,59,0,68
26-08-2007,68,57,0,72
27-08-2007,72,57,0,81
28-08-2007,81,56,0,85
29-08-2007,85,61,0,83
30-08-2007,83,62,0,74
31-08-2007,74,60,0,80
01-09-2007,80,58,0,82
02-09-2007,82,56,0,71
03-09-2007,71,57,0,72
04-09-2007,72,61,0,86
05-09-2007,86,55,0,76
06-09-2007,76,57,0,72
07-09-2007,72,59,0,68
08-09-2007,68,59,0,68
09-09-2007,68,60,0,71
10-09-2007,71,60,0,69
11-09-2007,69,59,0,67
12-09-2007,67,59,0,73
13-09-2007,73,60,0,73
14-09-2007,73,60,0,70
15-09-2007,70,59,0,70
16-09-2007,70,60,0,69
17-09-2007,69,57,0,66
18-09-2007,66,57,0,65
19-09-2007,65,56,0,67
20-09-2007,67,48,0,72
21-09-2007,72,57,0,65
22-09-2007,65,57,0.16,66
23-09-2007,66,53,0,75
24-09-2007,75,50,0.01,81
25-09-2007,81,50,0,85
26-09-2007,85,51,0,70
27-09-2007,70,53,0,66
28-09-2007,66,51,0,71
29-09-2007,71,48,0,71
30-09-2007,71,47,0,69
01-10-2007,69,54,0,76
02-10-2007,76,50,0,69
03-10-2007,69,52,0,65
04-10-2007,65,50,0,63
05-10-2007,63,49,0,69
06-10-2007,69,43,0,72
07-10-2007,72,44,0,75
08-10-2007,75,48,0,67
09-10-2007,67,51,0.34,65
10-10-2007,65,52,0.19,65
11-10-2007,65,47,0,58
12-10-2007,58,53,0.83,67
13-10-2007,67,47,0,62
14-10-2007,62,49,0.01,73
15-10-2007,73,55,0.02,62
16-10-2007,62,55,0.02,65
17-10-2007,65,48,0.13,74
18-10-2007,74,50,0,70
19-10-2007,70,57,0.01,67
20-10-2007,67,53,0,74
21-10-2007,74,49,0,76
22-10-2007,76,50,0,75
23-10-2007,75,51,0,79
24-10-2007,79,50,0,64
25-10-2007,64,49,0,63
26-10-2007,63,51,0,65
27-10-2007,65,47,0,74
28-10-2007,74,49,0,59
29-10-2007,59,53,0,60
30-10-2007,60,54,0,69
31-10-2007,69,53,0,66
01-11-2007,66,51,0,73
02-11-2007,73,48,0.01,74
03-11-2007,74,44,0,73
04-11-2007,73,45,0,62
05-11-2007,62,41,0,61
06-11-2007,61,48,0,58
07-11-2007,58,47,0,59
08-11-2007,59,53,0,64
09-11-2007,64,47,0.01,61
10-11-2007,61,48,0.57,63
11-11-2007,63,45,0.24,67
12-11-2007,67,42,0,67
13-11-2007,67,54,0,71
14-11-2007,71,48,0.01,72
15-11-2007,72,49,0.01,60
16-11-2007,60,54,0,62
17-11-2007,62,53,0,61
18-11-2007,61,53,0.01,61
19-11-2007,61,47,0.01,61
20-11-2007,61,41,0,63
21-11-2007,63,39,0,63
22-11-2007,63,37,0,71
23-11-2007,71,33,0,60
24-11-2007,60,35,0,58
25-11-2007,58,43,0,60
26-11-2007,60,37,0,65
27-11-2007,65,41,0,65
28-11-2007,65,39,0,60
29-11-2007,60,39,0,55
30-11-2007,55,36,0,54
01-12-2007,54,36,0,61
02-12-2007,61,45,0,66
03-12-2007,66,50,0,61
04-12-2007,61,53,0.21,56
05-12-2007,56,46,0.01,54
06-12-2007,54,48,0.31,58
07-12-2007,58,45,0.31,53
08-12-2007,53,36,0,57
09-12-2007,57,36,0,57
10-12-2007,57,37,0,59
11-12-2007,59,38,0,55
12-12-2007,55,34,0,55
13-12-2007,55,33,0,55
14-12-2007,55,34,0,54
15-12-2007,54,39,0,55
16-12-2007,55,44,0,55
17-12-2007,55,48,0.36,63
18-12-2007,63,46,0.86,56
19-12-2007,56,44,0.04,54
20-12-2007,54,44,0.59,53
21-12-2007,53,36,0,52
22-12-2007,52,33,0,56
23-12-2007,56,38,0,58
24-12-2007,58,43,0,54
25-12-2007,54,37,0,54
26-12-2007,54,42,0,49
27-12-2007,49,39,0.09,47
28-12-2007,47,42,0.08,53
29-12-2007,53,44,0.08,53
30-12-2007,53,38,0.01,57
31-12-2007,57,34,0,56
01-01-2008,56,38,0,57
02-01-2008,57,37,0,57
03-01-2008,57,44,0.29,58
04-01-2008,58,49,1.98,52
05-01-2008,52,45,0.67,52
06-01-2008,52,41,0.03,52
07-01-2008,52,43,0.14,52
08-01-2008,52,43,0.14,50
09-01-2008,50,42,0.01,53
10-01-2008,53,48,0.07,56
11-01-2008,56,47,0,56
12-01-2008,56,45,0.01,62
13-01-2008,62,43,0,57
14-01-2008,57,39,0,51
15-01-2008,51,39,0,60
16-01-2008,60,37,0.01,59
17-01-2008,59,38,0,57
18-01-2008,57,35,0,57
19-01-2008,57,36,0,54
20-01-2008,54,41,0,48
21-01-2008,48,42,0.31,48
22-01-2008,48,41,0.12,47
23-01-2008,47,41,0.09,49
24-01-2008,49,43,0.14,53
25-01-2008,53,45,1.52,62
26-01-2008,62,52,0.26,56
27-01-2008,56,46,0.33,51
28-01-2008,51,39,0.11,49
29-01-2008,49,37,0.09,52
30-01-2008,52,38,0.08,53
31-01-2008,53,44,0.39,51
01-02-2008,51,37,0.01,54
02-02-2008,54,38,0.37,54
03-02-2008,54,46,0.06,56
04-02-2008,56,41,0,55
05-02-2008,55,34,0,54
06-02-2008,54,43,0,56
07-02-2008,56,39,0,60
08-02-2008,60,44,0,63
09-02-2008,63,41,0,65
10-02-2008,65,42,0,67
11-02-2008,67,42,0,64
12-02-2008,64,41,0.01,65
13-02-2008,65,46,0,63
14-02-2008,63,41,0,59
15-02-2008,59,37,0,59
16-02-2008,59,39,0,54
17-02-2008,54,43,0,54
18-02-2008,54,48,0,55
19-02-2008,55,49,0.77,57
20-02-2008,57,46,0.12,57
21-02-2008,57,48,0.12,55
22-02-2008,55,43,0.1,56
23-02-2008,56,42,0.14,61
24-02-2008,61,51,0.13,59
25-02-2008,59,46,0,64
26-02-2008,64,41,0,64
27-02-2008,64,47,0.01,67
28-02-2008,67,44,0,59
29-02-2008,59,48,0,60
01-03-2008,60,49,0.02,69
02-03-2008,69,46,0,68
03-03-2008,68,40,0,65
04-03-2008,65,41,0,65
05-03-2008,65,42,0,62
06-03-2008,62,41,0,64
07-03-2008,64,41,0,63
08-03-2008,63,43,0,68
09-03-2008,68,43,0,64
10-03-2008,64,47,0,61
11-03-2008,61,47,0,61
12-03-2008,61,50,0,60
13-03-2008,60,52,0.05,60
14-03-2008,60,50,0,58
15-03-2008,58,45,0.04,66
16-03-2008,66,46,0,63
17-03-2008,63,45,0,63
18-03-2008,63,46,0,60
19-03-2008,60,50,0,60
20-03-2008,60,42,0,65
21-03-2008,65,40,0,68
22-03-2008,68,42,0,67
23-03-2008,67,40,0,65
24-03-2008,65,44,0.01,60
25-03-2008,60,50,0,60
26-03-2008,60,48,0,59
27-03-2008,59,43,0,59
28-03-2008,59,44,0.12,56
29-03-2008,56,48,0,59
30-03-2008,59,41,0,61
31-03-2008,61,40,0,60
01-04-2008,60,46,0,62
02-04-2008,62,46,0,63
03-04-2008,63,44,0,57
04-04-2008,57,44,0,59
05-04-2008,59,47,0,60
06-04-2008,60,45,0,61
07-04-2008,61,39,0,58
08-04-2008,58,47,0,61
09-04-2008,61,45,0,67
10-04-2008,67,43,0,78
11-04-2008,78,46,0,82
12-04-2008,82,51,0,80
13-04-2008,80,50,0,61
14-04-2008,61,49,0,62
15-04-2008,62,45,0,68
16-04-2008,68,41,0,75
17-04-2008,75,45,0,59
18-04-2008,59,49,0,58
19-04-2008,58,46,0,57
20-04-2008,57,43,0,57
21-04-2008,57,42,0,60
22-04-2008,60,47,0.2,59
23-04-2008,59,48,0.03,65
24-04-2008,65,40,0,71
25-04-2008,71,44,0,77
26-04-2008,77,47,0,75
27-04-2008,75,52,0,67
28-04-2008,67,48,0,63
29-04-2008,63,49,0,63
30-04-2008,63,46,0,68
01-05-2008,68,42,0,59
02-05-2008,59,46,0,63
03-05-2008,63,49,0,58
04-05-2008,58,48,0,64
05-05-2008,64,44,0,65
06-05-2008,65,51,0,63
07-05-2008,63,50,0,62
08-05-2008,62,49,0,63
09-05-2008,63,49,0,65
10-05-2008,65,48,0,62
11-05-2008,62,49,0,65
12-05-2008,65,46,0,78
13-05-2008,78,46,0,86
14-05-2008,86,54,0,99
15-05-2008,99,62,0,92
16-05-2008,92,64,0,77
17-05-2008,77,54,0,66
18-05-2008,66,52,0,65
19-05-2008,65,52,0,65
20-05-2008,65,53,0,68
21-05-2008,68,49,0,76
22-05-2008,76,52,0,66
23-05-2008,66,49,0,61
24-05-2008,61,53,0,66
25-05-2008,66,50,0,62
26-05-2008,62,51,0,64
27-05-2008,64,52,0,66
28-05-2008,66,50,0,65
29-05-2008,65,54,0,65
30-05-2008,65,53,0,57
31-05-2008,57,51,0,62
01-06-2008,62,50,0,62
02-06-2008,62,48,0,65
03-06-2008,65,52,0,68
04-06-2008,68,51,0,66
05-06-2008,66,50,0,69
06-06-2008,69,50,0,73
07-06-2008,73,48,0,74
08-06-2008,74,50,0,86
09-06-2008,86,51,0,77
10-06-2008,77,52,0,83
11-06-2008,83,52,0,86
12-06-2008,86,53,0,72
13-06-2008,72,53,0,66
14-06-2008,66,53,0,61
15-06-2008,61,51,0,60
16-06-2008,60,50,0,76
17-06-2008,76,50,0,80
18-06-2008,80,51,0,89
19-06-2008,89,53,0,97
20-06-2008,97,59,0,90
21-06-2008,90,57,0,65
22-06-2008,65,53,0,59
23-06-2008,59,52,0,69
24-06-2008,69,51,0,63
25-06-2008,63,53,0,69
26-06-2008,69,53,0,69
27-06-2008,69,53,0,65
28-06-2008,65,56,0,67
29-06-2008,67,53,0,69
30-06-2008,69,53,0,66
01-07-2008,66,54,0,66
02-07-2008,66,54,0,72
03-07-2008,72,54,0,68
04-07-2008,68,56,0,73
05-07-2008,73,56,0,72
06-07-2008,72,57,0,82
07-07-2008,82,56,0,91
08-07-2008,91,60,0,82
09-07-2008,82,60,0,76
10-07-2008,76,59,0,75
11-07-2008,75,56,0,72
12-07-2008,72,58,0,72
13-07-2008,72,58,0,69
14-07-2008,69,60,0,70
15-07-2008,70,59,0,68
16-07-2008,68,57,0,65
17-07-2008,65,55,0,67
18-07-2008,67,54,0,65
19-07-2008,65,53,0,63
20-07-2008,63,53,0,64
21-07-2008,64,55,0,72
22-07-2008,72,52,0,70
23-07-2008,70,51,0,68
24-07-2008,68,50,0,71
25-07-2008,71,51,0,77
26-07-2008,77,53,0,65
27-07-2008,65,56,0,63
28-07-2008,63,54,0,69
29-07-2008,69,54,0,69
30-07-2008,69,57,0,67
31-07-2008,67,56,0,70
01-08-2008,70,54,0,75
02-08-2008,75,57,0,63
03-08-2008,63,54,0,64
04-08-2008,64,53,0,65
05-08-2008,65,54,0,66
06-08-2008,66,55,0,65
07-08-2008,65,55,0,65
08-08-2008,65,56,0,67
09-08-2008,67,56,0,78
10-08-2008,78,51,0,75
11-08-2008,75,54,0,73
12-08-2008,73,55,0,79
13-08-2008,79,55,0,71
14-08-2008,71,56,0,72
15-08-2008,72,56,0,67
16-08-2008,67,58,0,69
17-08-2008,69,58,0,69
18-08-2008,69,56,0,70
19-08-2008,70,58,0,74
20-08-2008,74,57,0,71
21-08-2008,71,60,0,72
22-08-2008,72,55,0,71
23-08-2008,71,58,0,74
24-08-2008,74,59,0,77
25-08-2008,77,54,0.01,77
26-08-2008,77,56,0,86
27-08-2008,86,56,0,90
28-08-2008,90,58,0,90
29-08-2008,90,57,0,70
30-08-2008,70,57,0,71
31-08-2008,71,55,0,81
01-09-2008,81,52,0,87
02-09-2008,87,53,0,89
03-09-2008,89,53,0,92
04-09-2008,92,56,0,93
05-09-2008,93,57,0,87
06-09-2008,87,56,0,72
07-09-2008,72,57,0,67
08-09-2008,67,58,0,66
09-09-2008,66,59,0,69
10-09-2008,69,58,0,68
11-09-2008,68,57,0,64
12-09-2008,64,55,0,67
13-09-2008,67,57,0,68
14-09-2008,68,56,0,68
15-09-2008,68,55,0,65
16-09-2008,65,55,0,65
17-09-2008,65,57,0,68
18-09-2008,68,48,0,74
19-09-2008,74,50,0,70
20-09-2008,70,60,0,68
21-09-2008,68,54,0,79
22-09-2008,79,50,0,84
23-09-2008,84,49,0.01,78
24-09-2008,78,52,0,79
25-09-2008,79,51,0,80
26-09-2008,80,55,0,82
27-09-2008,82,50,0.01,68
28-09-2008,68,54,0,68
29-09-2008,68,56,0,74
30-09-2008,74,51,0,75
01-10-2008,75,53,0,72
02-10-2008,72,59,0,70
03-10-2008,70,59,0.22,68
04-10-2008,68,59,0.1,69
05-10-2008,69,58,0,76
06-10-2008,76,58,0,78
07-10-2008,78,55,0,77
08-10-2008,77,53,0.01,73
09-10-2008,73,49,0,65
10-10-2008,65,50,0,67
11-10-2008,67,51,0,73
12-10-2008,73,49,0,75
13-10-2008,75,46,0,79
14-10-2008,79,46,0,80
15-10-2008,80,48,0,83
16-10-2008,83,48,0,84
17-10-2008,84,50,0,67
18-10-2008,67,50,0,59
19-10-2008,59,51,0,64
20-10-2008,64,50,0,77
21-10-2008,77,47,0,83
22-10-2008,83,49,0,81
23-10-2008,81,48,0,82
24-10-2008,82,46,0,81
25-10-2008,81,49,0,69
26-10-2008,69,50,0.01,83
27-10-2008,83,51,0,66
28-10-2008,66,48,0.01,66
29-10-2008,66,45,0,64
30-10-2008,64,48,0.03,71
31-10-2008,71,59,0.09,64
01-11-2008,64,60,1.25,64
02-11-2008,64,57,0.02,62
03-11-2008,62,52,0.22,61
04-11-2008,61,50,0,62
05-11-2008,62,40,0,66
06-11-2008,66,49,0,68
07-11-2008,68,46,0,60
08-11-2008,60,46,0.05,63
09-11-2008,63,50,0,66
10-11-2008,66,46,0,61
11-11-2008,61,54,0,63
12-11-2008,63,50,0.01,70
13-11-2008,70,51,0.01,82
14-11-2008,82,50,0.01,85
15-11-2008,85,61,0,74
16-11-2008,74,55,0,69
17-11-2008,69,52,0.01,65
18-11-2008,65,46,0.01,58
19-11-2008,58,53,0,63
20-11-2008,63,52,0,64
21-11-2008,64,41,0,64
22-11-2008,64,40,0,64
23-11-2008,64,48,0,62
24-11-2008,62,44,0,62
25-11-2008,62,48,0,57
26-11-2008,57,51,0.2,59
27-11-2008,59,50,0,57
28-11-2008,57,47,0,71
29-11-2008,71,46,0.01,65
30-11-2008,65,44,0,56
01-12-2008,56,50,0.01,62
02-12-2008,62,46,0,59
03-12-2008,59,43,0,63
04-12-2008,63,42,0,60
05-12-2008,60,41,0,65
06-12-2008,65,38,0,55
07-12-2008,55,37,0,53
08-12-2008,53,40,0,60
09-12-2008,60,37,0,58
10-12-2008,58,38,0,61
11-12-2008,61,36,0,56
12-12-2008,56,44,0.01,54
13-12-2008,54,45,0.01,49
14-12-2008,49,36,0.55,51
15-12-2008,51,41,0.16,48
16-12-2008,48,38,0.15,51
17-12-2008,51,34,0,52
18-12-2008,52,35,0,55
19-12-2008,55,38,0.49,50
20-12-2008,50,33,0.01,51
21-12-2008,51,42,0.33,53
22-12-2008,53,39,0.03,52
23-12-2008,52,40,0.08,56
24-12-2008,56,47,0.09,54
25-12-2008,54,44,0.53,51
26-12-2008,51,34,0,54
27-12-2008,54,36,0,56
28-12-2008,56,45,0,58
29-12-2008,58,39,0,54
30-12-2008,54,39,0,51
31-12-2008,51,41,0.01,50
01-01-2009,50,44,0,66
02-01-2009,66,41,0.15,52
03-01-2009,52,35,0,50
04-01-2009,50,31,0,49
05-01-2009,49,42,0.02,52
06-01-2009,52,40,0,55
07-01-2009,55,41,0,54
08-01-2009,54,40,0,62
09-01-2009,62,36,0.01,66
10-01-2009,66,38,0,63
11-01-2009,63,34,0.01,77
12-01-2009,77,43,0,69
13-01-2009,69,45,0,65
14-01-2009,65,38,0,74
15-01-2009,74,39,0.01,67
16-01-2009,67,40,0,65
17-01-2009,65,37,0,63
18-01-2009,63,39,0,64
19-01-2009,64,40,0,64
20-01-2009,64,40,0,58
21-01-2009,58,46,0.19,59
22-01-2009,59,51,0.4,55
23-01-2009,55,53,0.2,54
24-01-2009,54,50,0.02,55
25-01-2009,55,41,0,54
26-01-2009,54,37,0,54
27-01-2009,54,34,0,59
28-01-2009,59,36,0,70
29-01-2009,70,38,0.01,63
30-01-2009,63,39,0,62
31-01-2009,62,36,0.01,65
01-02-2009,65,35,0.01,61
02-02-2009,61,36,0,66
03-02-2009,66,41,0,63
04-02-2009,63,38,0,59
05-02-2009,59,50,0.11,55
06-02-2009,55,50,0.19,58
07-02-2009,58,45,0,56
08-02-2009,56,43,0.17,54
09-02-2009,54,42,0.01,53
10-02-2009,53,33,0.13,55
11-02-2009,55,41,0.2,52
12-02-2009,52,40,0,54
13-02-2009,54,42,0.72,55
14-02-2009,55,44,0.08,51
15-02-2009,51,47,1.87,55
16-02-2009,55,47,0.52,54
17-02-2009,54,47,0.52,60
18-02-2009,60,45,0,62
19-02-2009,62,45,0,60
20-02-2009,60,45,0,60
21-02-2009,60,45,0,59
22-02-2009,59,52,1.11,61
23-02-2009,61,54,0.09,60
24-02-2009,60,48,0.18,60
25-02-2009,60,51,0.02,59
26-02-2009,59,45,0.01,57
27-02-2009,57,40,0,62
28-02-2009,62,48,0,62
01-03-2009,62,54,0.19,62
02-03-2009,62,54,0.49,58
03-03-2009,58,49,0.72,55
04-03-2009,55,47,0.03,58
05-03-2009,58,46,0.21,58
06-03-2009,58,43,0,59
07-03-2009,59,41,0,57
08-03-2009,57,46,0,55
09-03-2009,55,41,0,58
10-03-2009,58,35,0,59
11-03-2009,59,38,0,60
12-03-2009,60,40,0,59
13-03-2009,59,47,0,54
14-03-2009,54,47,0,60
15-03-2009,60,49,0.02,63
16-03-2009,63,53,0.02,65
17-03-2009,65,50,0,67
18-03-2009,67,50,0.01,68
19-03-2009,68,50,0,61
20-03-2009,61,51,0,60
21-03-2009,60,50,0.16,56
22-03-2009,56,46,0.14,60
23-03-2009,60,42,0,64
24-03-2009,64,40,0,64
25-03-2009,64,43,0,65
26-03-2009,65,46,0,75
27-03-2009,75,47,0,70
28-03-2009,70,48,0,65
29-03-2009,65,48,0,67
30-03-2009,67,48,0,70
31-03-2009,70,43,0,66
01-04-2009,66,48,0,64
02-04-2009,64,49,0,61
03-04-2009,61,45,0,64
04-04-2009,64,40,0,75
05-04-2009,75,42,0,73
06-04-2009,73,49,0,62
07-04-2009,62,51,0.24,60
08-04-2009,60,50,0.05,56
09-04-2009,56,51,0.05,60
10-04-2009,60,46,0,62
11-04-2009,62,41,0,63
12-04-2009,63,50,0,64
13-04-2009,64,47,0,59
14-04-2009,59,44,0,60
15-04-2009,60,45,0,60
16-04-2009,60,41,0,68
17-04-2009,68,46,0,74
18-04-2009,74,48,0,85
19-04-2009,85,50,0,91
20-04-2009,91,56,0,86
21-04-2009,86,58,0,71
22-04-2009,71,53,0,61
